"iso3c","country_wb","population_2017","country_2017","estimate","lower_bound","upper_bound","rate","map_names","location","hits","keyword","geo","gprop"
"MNE","Montenegro",622373,NA,NA,NA,NA,0,"Montenegro","Montenegro",NA,"paludisme","world","web"
"MNG","Mongolia",3113779,NA,NA,NA,NA,0,"Mongolia","Mongolia",NA,"paludisme","world","web"
"MNP","Northern Mariana Islands",56562,NA,NA,NA,NA,0,"Northern Mariana Islands","Northern Mariana Islands",NA,"paludisme","world","web"
"MOZ","Mozambique",28649007,"Mozambique",14713,12200,17200,51.356055726469,"Mozambique","Mozambique",NA,"paludisme","world","web"
"MRT","Mauritania",4282574,"Mauritania",1421,1230,1610,33.1809794763616,"Mauritania","Mauritania",13,"paludisme","world","web"
"MSR",NA,NA,NA,NA,NA,NA,NA,"Montserrat","Montserrat",NA,"paludisme","world","web"
"MTQ",NA,NA,NA,NA,NA,NA,NA,"Martinique","Martinique",3,"paludisme","world","web"
"MUS","Mauritius",1264613,NA,NA,NA,NA,0,"Mauritius","Mauritius",NA,"paludisme","world","web"
"MWI","Malawi",17670260,"Malawi",7077,6060,8090,40.0503444771045,"Malawi","Malawi",NA,"paludisme","world","web"
"MYS","Malaysia",31105028,"Malaysia",10,NA,NA,0.0321491432189034,"Malaysia","Malaysia",NA,"paludisme","world","web"
"MYT",NA,NA,NA,NA,NA,NA,NA,"Mayotte","Mayotte",NA,"paludisme","world","web"
"NAC","North America",361751263,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"NAM","Namibia",2402603,"Namibia",229,7,420,9.53132914593048,"Namibia","Namibia",NA,"paludisme","world","web"
"NCL","New Caledonia",280350,NA,NA,NA,NA,0,"New Caledonia","New Caledonia",11,"paludisme","world","web"
"NER","Niger",21602472,"Niger",17155,13000,21300,79.4122080102685,"Niger","Niger",85,"paludisme","world","web"
"NFK",NA,NA,NA,NA,NA,NA,NA,"Norfolk Island","Norfolk Island",NA,"paludisme","world","web"
"NGA","Nigeria",190873311,"Nigeria",81640,64400,98800,42.7718257582905,"Nigeria","Nigeria",NA,"paludisme","world","web"
"NIC","Nicaragua",6384855,"Nicaragua",10,2,20,0.156620628033056,"Nicaragua","Nicaragua",NA,"paludisme","world","web"
"NIU",NA,NA,NA,NA,NA,NA,NA,"Niue","Niue",NA,"paludisme","world","web"
"NLD","Netherlands",17131296,NA,NA,NA,NA,0,"Netherlands","Netherlands",NA,"paludisme","world","web"
"NOR","Norway",5276968,NA,NA,NA,NA,0,"Norway","Norway",NA,"paludisme","world","web"
"NPL","Nepal",27627124,"Nepal",1,0,3,0.00361963120012058,"Nepal","Nepal",NA,"paludisme","world","web"
"NRU","Nauru",12876,NA,NA,NA,NA,0,"Nauru","Nauru",NA,"paludisme","world","web"
"NZL","New Zealand",4793900,NA,NA,NA,NA,0,"New Zealand","New Zealand",NA,"paludisme","world","web"
"OED","OECD members",1296225760,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"OMN","Oman",4665935,"Oman",0,NA,NA,0,"Oman","Oman",NA,"paludisme","world","web"
"OSS","Other small states",30148800,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"PAK","Pakistan",207896686,"Pakistan",805,160,1480,0.38721155949547,"Pakistan","Pakistan",NA,"paludisme","world","web"
"PAN","Panama",4106771,"Panama",0,NA,NA,0,"Panama","Panama",NA,"paludisme","world","web"
"PCN",NA,NA,NA,NA,NA,NA,NA,"Pitcairn Islands","Pitcairn Islands",NA,"paludisme","world","web"
"PER","Peru",31444297,"Peru",10,NA,NA,0.0318022692636442,"Peru","Peru",NA,"paludisme","world","web"
"PHL","Philippines",105173264,"Philippines",34,1,60,0.0323276075181997,"Philippines","Philippines",0.5,"paludisme","world","web"
"PLW","Palau",17808,NA,NA,NA,NA,0,"Palau","Palau",NA,"paludisme","world","web"
"PNG","Papua New Guinea",8438029,"Papua New Guinea",3053,170,6120,36.1814352617181,"Papua New Guinea","Papua New Guinea",NA,"paludisme","world","web"
"POL","Poland",37974826,NA,NA,NA,NA,0,"Poland","Poland",NA,"paludisme","world","web"
"PRE","Pre-demographic dividend",894512725,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"PRI","Puerto Rico",3325001,NA,NA,NA,NA,0,"Puerto Rico","Puerto Rico",NA,"paludisme","world","web"
"PRK","Korea, Dem. People’s Rep.",25429985,"Democratic People's Republic of Korea",0,NA,NA,0,"North Korea","North Korea",NA,"paludisme","world","web"
"PRT","Portugal",10300300,NA,NA,NA,NA,0,"Portugal","Portugal",NA,"paludisme","world","web"
"PRY","Paraguay",6867062,"Paraguay",0,NA,NA,0,"Paraguay","Paraguay",NA,"paludisme","world","web"
"PSE","West Bank and Gaza",4454805,NA,NA,NA,NA,0,"Palestine","Palestine",NA,"paludisme","world","web"
"PSS","Pacific island small states",2422086,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"PST","Post-demographic dividend",1106035186,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"PYF","French Polynesia",276103,NA,NA,NA,NA,0,"French Polynesia","French Polynesia",NA,"paludisme","world","web"
"QAT","Qatar",2724724,NA,NA,NA,NA,0,"Qatar","Qatar",NA,"paludisme","world","web"
"REU",NA,NA,NA,NA,NA,NA,NA,"Reunion","Réunion",7,"paludisme","world","web"
"ROU","Romania",19587491,NA,NA,NA,NA,0,"Romania","Romania",NA,"paludisme","world","web"
"RUS","Russian Federation",144496740,NA,NA,NA,NA,0,"Russia","Russia",NA,"paludisme","world","web"
"RWA","Rwanda",11980937,"Rwanda",3270,2990,3550,27.2933577732693,"Rwanda","Rwanda",11,"paludisme","world","web"
"SAS","South Asia",1792835608,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"SAU","Saudi Arabia",33099147,"Saudi Arabia",0,NA,NA,0,"Saudi Arabia","Saudi Arabia",NA,"paludisme","world","web"
"SDN","Sudan",40813396,"Sudan",3885,110,8940,9.51893344038315,"Sudan","Sudan",NA,"paludisme","world","web"
"SEN","Senegal",15419381,"Senegal",4523,4060,4980,29.3332138300493,"Senegal","Senegal",36,"paludisme","world","web"
"SGP","Singapore",5612253,NA,NA,NA,NA,0,"Singapore","Singapore",NA,"paludisme","world","web"
"SGS",NA,NA,NA,NA,NA,NA,NA,"South Sandwich Islands","South Georgia & South Sandwich Islands",NA,"paludisme","world","web"
"SGS",NA,NA,NA,NA,NA,NA,NA,"South Georgia","South Georgia & South Sandwich Islands",NA,"paludisme","world","web"
"SHN",NA,NA,NA,NA,NA,NA,NA,"Saint Helena","St. Helena",1,"paludisme","world","web"
"SJM",NA,NA,NA,NA,NA,NA,NA,NA,"Svalbard & Jan Mayen",NA,"paludisme","world","web"
"SLB","Solomon Islands",636038,"Solomon Islands",134,20,260,21.0679236146268,"Solomon Islands","Solomon Islands",NA,"paludisme","world","web"
"SLE","Sierra Leone",7488431,"Sierra Leone",17590,16200,19000,234.895667730663,"Sierra Leone","Sierra Leone",NA,"paludisme","world","web"
"SLV","El Salvador",6388122,"El Salvador",0,NA,NA,0,"El Salvador","El Salvador",NA,"paludisme","world","web"
"SMR","San Marino",33671,NA,NA,NA,NA,0,"San Marino","San Marino",NA,"paludisme","world","web"
"SOM","Somalia",14589119,"Somalia",1386,40,3100,9.50023095979956,"Somalia","Somalia",NA,"paludisme","world","web"
"SPM",NA,NA,NA,NA,NA,NA,NA,"Saint Pierre and Miquelon","St. Pierre & Miquelon",NA,"paludisme","world","web"
"SRB","Serbia",7020858,NA,NA,NA,NA,0,"Serbia","Serbia",NA,"paludisme","world","web"
"SSA","Sub-Saharan Africa (excluding high income)",1050057829,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"SSD","South Sudan",10910759,"South Sudan",6069,5220,6920,55.6239946276881,"South Sudan","South Sudan",NA,"paludisme","world","web"
"SSF","Sub-Saharan Africa",1050153672,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"SST","Small states",39885876,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"STP","Sao Tome and Principe",207089,"Sao Tome and Principe",0,NA,NA,0,"Sao Tome and Principe","São Tomé & Príncipe",NA,"paludisme","world","web"
"SUR","Suriname",570496,"Suriname",0,NA,NA,0,"Suriname","Suriname",NA,"paludisme","world","web"
"SVK","Slovak Republic",5439232,NA,NA,NA,NA,0,"Slovakia","Slovakia",NA,"paludisme","world","web"
"SVN","Slovenia",2066388,NA,NA,NA,NA,0,"Slovenia","Slovenia",NA,"paludisme","world","web"
"SWE","Sweden",10057698,NA,NA,NA,NA,0,"Sweden","Sweden",NA,"paludisme","world","web"
"SWZ","Eswatini",1124753,"Eswatini",1,0,2,0.0889084092240696,"Swaziland","Eswatini",NA,"paludisme","world","web"
"SXM","Sint Maarten (Dutch part)",40574,NA,NA,NA,NA,0,"Sint Maarten","Sint Maarten",NA,"paludisme","world","web"
"SYC","Seychelles",95843,NA,NA,NA,NA,0,"Seychelles","Seychelles",NA,"paludisme","world","web"
"SYR","Syrian Arab Republic",17068002,"Syrian Arab Republic",0,NA,NA,0,"Syria","Syria",NA,"paludisme","world","web"
"TCA","Turks and Caicos Islands",37115,NA,NA,NA,NA,0,"Turks and Caicos Islands","Turks & Caicos Islands",NA,"paludisme","world","web"
"TCD","Chad",15016773,"Chad",8729,6640,10800,58.1283342299973,"Chad","Chad",84,"paludisme","world","web"
"TEA","East Asia & Pacific (IDA & IBRD countries)",2042687863,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TEC","Europe & Central Asia (IDA & IBRD countries)",457810292,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TGO","Togo",7698475,"Togo",5341,4360,6330,69.3773766882402,"Togo","Togo",46,"paludisme","world","web"
"THA","Thailand",69209858,"Thailand",11,NA,NA,0.0158936895954909,"Thailand","Thailand",0.5,"paludisme","world","web"
"TJK","Tajikistan",8880268,"Tajikistan",0,NA,NA,0,"Tajikistan","Tajikistan",NA,"paludisme","world","web"
"TKL",NA,NA,NA,NA,NA,NA,NA,NA,"Tokelau",NA,"paludisme","world","web"
"TKM","Turkmenistan",5757669,"Turkmenistan",0,NA,NA,0,"Turkmenistan","Turkmenistan",NA,"paludisme","world","web"
"TLA","Latin America & the Caribbean (IDA & IBRD countries)",619460244,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TLS","Timor-Leste",1243261,"Timor-Leste",0,NA,NA,0,"Timor-Leste","Timor-Leste",NA,"paludisme","world","web"
"TMN","Middle East & North Africa (IDA & IBRD countries)",372091950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TON","Tonga",101998,NA,NA,NA,NA,0,"Tonga","Tonga",NA,"paludisme","world","web"
"TSA","South Asia (IDA & IBRD)",1792835608,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TSS","Sub-Saharan Africa (IDA & IBRD countries)",1050153672,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TTO","Trinidad and Tobago",1384072,NA,NA,NA,NA,0,"Tobago","Trinidad & Tobago",NA,"paludisme","world","web"
"TTO","Trinidad and Tobago",1384072,NA,NA,NA,NA,0,"Trinidad","Trinidad & Tobago",NA,"paludisme","world","web"
"TUN","Tunisia",11433443,NA,NA,NA,NA,0,"Tunisia","Tunisia",2,"paludisme","world","web"
"TUR","Turkey",81101892,"Turkey",0,NA,NA,0,"Turkey","Turkey",NA,"paludisme","world","web"
"TUV","Tuvalu",11370,NA,NA,NA,NA,0,NA,"Tuvalu",NA,"paludisme","world","web"
"TWN",NA,NA,NA,NA,NA,NA,NA,"Taiwan","Taiwan",NA,"paludisme","world","web"
"TZA","Tanzania",54663906,"United Republic of Tanzania",22301,19800,24800,40.7965724220293,"Tanzania","Tanzania",NA,"paludisme","world","web"
"UGA","Uganda",41162465,"Uganda",14390,11800,16900,34.959033673032,"Uganda","Uganda",NA,"paludisme","world","web"
"UKR","Ukraine",44831135,NA,NA,NA,NA,0,"Ukraine","Ukraine",NA,"paludisme","world","web"
"UMC","Upper middle income",2637690770,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"URY","Uruguay",3436646,NA,NA,NA,NA,0,"Uruguay","Uruguay",NA,"paludisme","world","web"
"USA","United States",325147121,NA,NA,NA,NA,0,"USA","United States",0.5,"paludisme","world","web"
"UZB","Uzbekistan",32388600,"Uzbekistan",0,NA,NA,0,"Uzbekistan","Uzbekistan",NA,"paludisme","world","web"
"VAT",NA,NA,NA,NA,NA,NA,NA,"Vatican","Vatican City",NA,"paludisme","world","web"
"VCT","St. Vincent and the Grenadines",109827,NA,NA,NA,NA,0,"Saint Vincent","St. Vincent & Grenadines",NA,"paludisme","world","web"
"VEN","Venezuela, RB",29390409,"Venezuela (Bolivarian Republic of)",456,80,790,1.55152655412179,"Venezuela","Venezuela",NA,"paludisme","world","web"
"VGB","British Virgin Islands",29577,NA,NA,NA,NA,0,NA,"British Virgin Islands",NA,"paludisme","world","web"
"VIR","Virgin Islands (U.S.)",107268,NA,NA,NA,NA,0,NA,"U.S. Virgin Islands",NA,"paludisme","world","web"
"VNM","Vietnam",94596642,"Viet Nam",9,0,20,0.00951407979154271,"Vietnam","Vietnam",0.5,"paludisme","world","web"
"VUT","Vanuatu",285510,"Vanuatu",2,0,3,0.700500858113551,"Vanuatu","Vanuatu",NA,"paludisme","world","web"
"WLD","World",7510990456,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"WLF",NA,NA,NA,NA,NA,NA,NA,"Wallis and Futuna","Wallis & Futuna",NA,"paludisme","world","web"
"WSM","Samoa",195352,NA,NA,NA,NA,0,"Samoa","Samoa",NA,"paludisme","world","web"
"XKX","Kosovo",1830700,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"YEM","Yemen, Rep.",27834821,"Yemen",1926,70,3760,6.91939064382703,"Yemen","Yemen",NA,"paludisme","world","web"
"ZAF","South Africa",57000451,"South Africa",274,NA,NA,0.480697950968844,"South Africa","South Africa",0.5,"paludisme","world","web"
"ZMB","Zambia",16853688,"Zambia",7618,6600,8630,45.2007892871875,"Zambia","Zambia",NA,"paludisme","world","web"
"ZWE","Zimbabwe",14236745,"Zimbabwe",3172,90,6410,22.2803737792592,"Zimbabwe","Zimbabwe",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","U.S. Outlying Islands",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","Micronesia",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","Kosovo",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","St. Martin",NA,"paludisme","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","U.S. Outlying Islands",NA,"paludisme","world","web"
